K1 ;K2;K3;K4;K5
Lisences;TL_Knarr_Gas_Pipeline;Authorities;PSA;.
Lisences;TL_Knarr_Gas_Pipeline;Authorities;Other authorities;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;.;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;AFE;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;WPB;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Cash calls;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Estimates;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Insurance;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Lease accounting;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Joint interest billing;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;RNB;.
Lisences;TL_Knarr_Gas_Pipeline;Financial;Annual status report;.
Lisences;TL_Knarr_Gas_Pipeline;General information;.;.
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;.
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;Deleted documents
Lisences;TL_Knarr_Gas_Pipeline;General information;Miscellaneous;To be deleted
Lisences;TL_Knarr_Gas_Pipeline;General information;3rd party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;4th party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;4th party information;Publications
Lisences;TL_Knarr_Gas_Pipeline;General information;5th party information;.
Lisences;TL_Knarr_Gas_Pipeline;General information;5th party information;Press releases
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;.;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Audits;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Incidents;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Plans and policies;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Statistics;.
Lisences;TL_Knarr_Gas_Pipeline;HSEQ;Studies;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;.;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;Operator - Partner only;.
Lisences;TL_Knarr_Gas_Pipeline;Limited;Operator only;.
Lisences;TL_Knarr_Gas_Pipeline;Meetings;.;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;.;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;Administration;.
Lisences;TL_Knarr_Gas_Pipeline;Procurement;Confidential;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;.;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;Development projects;.
Lisences;TL_Knarr_Gas_Pipeline;Projects;Other;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;.;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;Long term;.
Lisences;TL_Knarr_Gas_Pipeline;Strategies and plans;Short term;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;.;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Monthly reports;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;HSE;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Projects;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Production;.
Lisences;TL_Knarr_Gas_Pipeline;Reporting;Subsurface;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;.;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Geology and geophysics;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Reservoir;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Seismic;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Wells;.
Lisences;TL_Knarr_Gas_Pipeline;Subsurface;Common database;.
Lisences;TL_OF;.;.;.
Lisences;TL_OF;Agreements;.;.
Lisences;TL_OF;Agreements;Commercial;.
Lisences;TL_OF;Agreements;Ownership;.
Lisences;TL_OF;Authorities;.;.
Lisences;TL_OF;Authorities;MPE;.
Lisences;TL_OF;Authorities;NPD;.
Lisences;TL_OF;Authorities;PSA;.
Lisences;TL_OF;Authorities;Other authorities;.
Lisences;TL_OF;Financial;.;.
Lisences;TL_OF;Financial;AFE;.
Lisences;TL_OF;Financial;WPB;.
Lisences;TL_OF;Financial;Cash calls;.
Lisences;TL_OF;Financial;Estimates;.
Lisences;TL_OF;Financial;Insurance;.
Lisences;TL_OF;Financial;Lease accounting;.
Lisences;TL_OF;Financial;Joint interest billing;.
Lisences;TL_OF;Financial;RNB;.
Lisences;TL_OF;Financial;Annual status report;.
Lisences;TL_OF;General information;.;.
Lisences;TL_OF;General information;Miscellaneous;.
Lisences;TL_OF;General information;Miscellaneous;Deleted documents
Lisences;TL_OF;General information;Miscellaneous;To be deleted
Lisences;TL_OF;General information;3rd party information;.
Lisences;TL_OF;General information;4th party information;.
Lisences;TL_OF;General information;4th party information;Publications
Lisences;TL_OF;General information;5th party information;.
Lisences;TL_OF;General information;5th party information;Press releases
Lisences;TL_OF;HSEQ;.;.
Lisences;TL_OF;HSEQ;Audits;.
Lisences;TL_OF;HSEQ;Incidents;.
Lisences;TL_OF;HSEQ;Plans and policies;.
Lisences;TL_OF;HSEQ;Statistics;.
Lisences;TL_OF;HSEQ;Studies;.
Lisences;TL_OF;Limited;.;.
Lisences;TL_OF;Limited;Operator - Partner only;.
Lisences;TL_OF;Limited;Operator only;.
Lisences;TL_OF;Meetings;.;.
Lisences;TL_OF;Procurement;.;.
Lisences;TL_OF;Procurement;Administration;.
Lisences;TL_OF;Procurement;Confidential;.
Lisences;TL_OF;Projects;.;.
Lisences;TL_OF;Projects;Development projects;.
Lisences;TL_OF;Projects;Other;.
Lisences;TL_OF;Strategies and plans;.;.
Lisences;TL_OF;Strategies and plans;Long term;.
Lisences;TL_OF;Strategies and plans;Short term;.
Lisences;TL_OF;Reporting;.;.
Lisences;TL_OF;Reporting;Monthly reports;.
Lisences;TL_OF;Reporting;HSE;.
Lisences;TL_OF;Reporting;Projects;.
Lisences;TL_OF;Reporting;Production;.
Lisences;TL_OF;Reporting;Subsurface;.
Lisences;TL_OF;Subsurface;.;.
Lisences;TL_OF;Subsurface;Geology and geophysics;.
Lisences;TL_OF;Subsurface;Reservoir;.
Lisences;TL_OF;Subsurface;Seismic;.
Lisences;TL_OF;Subsurface;Wells;.
Lisences;TL_OF;Subsurface;Common database;.
